,Cod.,Ruolo,Nome,Voto,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass,matchday
3323,4331,D,Ibanez,6,0,0,0,0,0,0,0,0,0,12
3324,530,C,Pellegrini Lo.,6,0,0,0,0,0,0,0,0,0,12
3325,779,C,Cristante,5.5,0,0,0,0,0,0,1,0,0,12
3326,795,C,El Shaarawy,7,1,0,0,0,0,0,0,0,0,12
3327,2528,C,Matic,6.5,0,0,0,0,0,0,0,0,1,12
3328,2766,C,Zaniolo,7,1,0,0,0,0,0,0,0,0,12
3329,5422,C,Zalewski,5.5,0,0,0,0,0,0,0,0,0,12
3330,5735,C,Volpato,7.5,1,0,0,0,0,0,0,0,1,12
3331,6058,C,Camara Ma.,7,0,0,0,0,0,0,0,0,0,12
3332,441,A,Belotti,5.5,0,0,0,0,0,0,0,0,0,12
3333,2544,A,Abraham,5,0,0,0,0,0,0,0,0,0,12
3334,159,P,Sepe,6.5,0,1,0,0,0,0,1,0,0,12
3335,118,D,Radovanovic,5.5,0,0,0,0,0,0,0,0,0,12
3336,2016,D,Fazio,7,1,0,0,0,0,0,0,0,0,12
3337,5481,D,Mazzocchi,6.5,0,0,0,0,0,0,0,0,1,12
3338,5532,D,Bradaric,7,0,0,0,0,0,0,0,0,1,12
3339,5554,D,Daniliuc,6.5,0,0,0,0,0,0,0,0,0,12
3340,6028,D,Bronn,6,0,0,0,0,0,0,0,0,0,12
3341,332,C,Candreva,7,1,0,0,0,0,0,0,0,0,12
3342,5504,C,Coulibaly L.,6,0,0,0,0,0,0,1,0,0,12
3343,505,A,Bonazzoli,5.5,0,0,0,0,0,0,0,0,0,12
3344,2756,A,Piatek,6,0,0,0,0,0,0,0,0,0,12
3345,5672,A,Dia,7,1,0,0,0,0,0,1,0,0,12
3346,761,P,Audero,6,0,3,0,0,0,0,0,0,0,12
3347,45,D,Ferrari A.,4,0,0,0,0,0,0,0,0,0,12
3348,2104,D,Bereszynski,5.5,0,0,0,0,0,0,0,0,0,12
3349,2784,D,Colley,5,0,0,0,0,0,0,1,0,0,12
3350,5316,D,Amione,5.5,0,0,0,0,0,0,0,0,0,12
3351,238,C,Rincon,6,0,0,0,0,0,0,0,0,0,12
3352,600,C,Verre,5.5,0,0,0,0,0,0,1,0,0,12
3353,1995,C,Djuricic,5.5,0,0,0,0,0,0,1,0,0,12
3354,2334,C,Leris,5.5,0,0,0,0,0,0,0,0,0,12
3355,2855,C,Vieira,5.5,0,0,0,0,0,0,1,0,0,12
3356,4885,C,Villar,5.5,0,0,0,0,0,0,0,0,0,12
3357,5517,C,Yepes,5,0,0,0,0,0,0,1,0,0,12
3358,407,A,Gabbiadini,5,0,0,0,0,0,0,1,0,0,12
3359,2819,A,Caputo,5.5,0,0,0,0,0,0,0,0,0,12
3360,2826,A,Pussetto,5.5,0,0,0,0,0,0,0,0,0,12
3361,6113,A,Montevago,6,0,0,0,0,0,0,0,0,0,12
3362,509,P,Consigli,5.5,0,4,0,0,0,0,0,0,0,12
3363,1895,D,Ferrari G.,5,0,0,0,0,0,0,0,0,0,12
3364,2318,D,Rogerio,5,0,0,0,0,0,0,0,0,0,12
3365,4426,D,Toljan,5,0,0,0,0,0,0,0,0,0,12
3366,4982,D,Erlic,4.5,0,0,0,0,0,0,0,0,0,12
3367,2848,C,Frattesi,5,0,0,0,0,0,0,0,0,0,12
3368,2857,C,Traore' Hj.,5,0,0,0,0,0,0,0,0,0,12
3369,4681,C,Lopez M.,5,0,0,0,0,0,0,1,0,0,12
3370,5511,C,Matheus Henrique,5.5,0,0,0,0,0,0,0,0,0,12
3371,5776,C,Ceide,5,0,0,0,0,0,0,0,0,0,12
3372,5844,C,Thorstvedt,5.5,0,0,0,0,0,0,0,0,0,12
3373,2038,A,Pinamonti,5.5,0,0,0,0,0,0,0,0,0,12
3374,5845,A,Alvarez A.,5.5,0,0,0,0,0,0,0,0,0,12
3375,6060,A,Lauriente',5,0,0,0,0,0,0,0,1,0,12
3376,1917,P,Dragowski,6,0,2,0,0,0,0,0,0,0,12
3377,2739,D,Reca,6.5,0,0,0,0,0,0,0,0,0,12
3378,4329,D,Nikolaou,5,0,0,0,0,0,0,0,1,0,12
3379,4719,D,Ampadu,5.5,0,0,0,0,0,0,0,0,0,12
3380,5475,D,Amian,6,0,0,0,0,0,0,1,0,0,12
3381,5678,D,Holm,5.5,0,0,0,0,0,0,0,0,0,12
3382,5693,D,Kiwior,6,0,0,0,0,0,0,0,0,0,12
3383,2391,C,Ekdal,6,0,0,0,0,0,0,1,0,0,12
3384,2825,C,Bourabia,6,0,0,0,0,0,0,0,0,0,12
3385,4515,C,Agudelo,6.5,0,0,0,0,0,0,0,0,0,12
3386,4992,C,Gyasi,6,0,0,0,0,0,0,1,0,0,12
3387,5336,A,Nzola,7,1,0,0,0,0,0,1,0,0,12
3388,5690,A,Strelec,6,0,0,0,0,0,0,0,0,0,12
3389,2170,P,Milinkovic-Savic V.,5.5,0,1,0,0,0,0,0,0,0,12
3390,2169,D,Rodriguez R.,6,0,0,0,0,0,0,0,0,0,12
3391,2724,D,Buongiorno,5.5,0,0,0,0,0,0,1,0,0,12
3392,2869,D,Djidji,7,1,0,0,0,0,0,0,0,0,12
3393,4385,D,Lazaro,6.5,0,0,0,0,0,0,0,0,1,12
3394,4899,D,Singo,6,0,0,0,0,0,0,0,0,0,12
3395,5691,D,Zima,6,0,0,0,0,0,0,0,0,0,12
3396,6041,D,Schuurs,6.5,0,0,0,0,0,0,1,0,0,12
3397,2009,C,Lukic,6.5,0,0,0,0,0,0,1,0,0,12
3398,5001,C,Miranchuk,7,1,0,0,0,0,0,0,0,0,12
3399,5453,C,Ricci S.,6.5,0,0,0,0,0,0,0,0,0,12
3400,5687,C,Vlasic,6.5,0,0,0,0,0,0,0,0,1,12
3401,2103,A,Pellegri,6,0,0,0,0,0,0,1,0,0,12
3402,2325,A,Karamoh,6,0,0,0,0,0,0,0,0,0,12
3403,2211,P,Silvestri,6.5,0,0,0,0,0,0,0,0,0,12
3404,5355,D,Udogie,6.5,0,0,0,0,0,0,0,0,0,12
3405,5677,D,Perez N.,6.5,0,0,0,0,0,0,0,0,0,12
3406,5847,D,Bijol,6,0,0,0,0,0,0,0,0,0,12
3407,5994,D,Ebosse,6,0,0,0,0,0,0,0,0,0,12
3408,6047,D,Ehizibue,5.5,0,0,0,0,0,0,0,0,0,12
3409,302,C,Pereyra,6,0,0,0,0,0,0,0,0,0,12
3410,2392,C,Walace,5.5,0,0,0,0,0,0,0,0,0,12
3411,5119,C,Samardzic,6,0,0,0,0,0,0,0,0,0,12
3412,5287,C,Arslan,6,0,0,0,0,0,0,0,0,0,12
3413,5329,C,Makengo,6,0,0,0,0,0,0,0,0,0,12
3414,5850,C,Lovric,6.5,0,0,0,0,0,0,0,0,0,12
3415,2119,A,Deulofeu,5,0,0,0,0,0,0,0,0,0,12
3416,5676,A,Success,5.5,0,0,0,0,0,0,0,0,0,12
3417,5694,A,Beto,6,0,0,0,0,0,0,0,0,0,12
3418,4957,P,Montipo',5.5,0,3,0,0,0,0,0,0,0,12
3419,581,D,Faraoni,6,0,0,0,0,0,0,0,0,0,12
3420,1891,D,Ceccherini,6,0,0,0,0,0,0,1,0,0,12
3421,2141,D,Depaoli,5.5,0,0,0,0,0,0,0,0,0,12
3422,2758,D,Gunter,5,0,0,0,0,0,0,0,0,0,12
3423,2769,D,Magnani,6,0,0,0,0,0,0,0,0,0,12
3424,4493,D,Dawidowicz,5.5,1,0,0,0,0,0,0,1,0,12
3425,6046,D,Hien,6,0,0,0,0,0,0,1,0,0,12
3426,2011,C,Miguel Veloso,6.5,0,0,0,0,0,0,0,0,0,12
3427,4890,C,Tameze,5.5,0,0,0,0,0,0,0,0,0,12
3428,5499,C,Hongla,6,0,0,0,0,0,0,1,0,0,12
3429,90,A,Lasagna,5.5,0,0,0,0,0,0,0,0,0,12
3430,5439,A,Kallon,6,0,0,0,0,0,0,0,0,0,12
3431,5471,A,Djuric,6,0,0,0,0,0,0,0,0,0,12
3432,5529,A,Henry,5.5,0,0,0,0,0,0,0,0,0,12
3433,2792,P,Musso,6,0,2,0,0,0,0,0,0,0,13
3434,695,D,Toloi,6,0,0,0,0,0,0,1,0,0,13
3435,2130,D,Hateboer,5.5,0,0,0,0,0,0,0,0,0,13
3436,4332,D,Demiral,5,0,0,0,0,0,0,1,0,0,13
3437,5375,D,Maehle,6,0,0,0,0,0,0,1,0,0,13
3438,5526,D,Scalvini,5.5,0,0,0,0,0,0,0,0,0,13
3439,2077,C,Pasalic,6,0,0,0,0,0,0,0,0,0,13
3440,4427,C,Malinovskyi,6,0,0,0,0,0,0,0,0,0,13
3441,5685,C,Koopmeiners,6,0,0,0,0,0,0,0,0,0,13
3442,5792,C,Ederson D.s.,6,0,0,0,0,0,0,0,0,0,13
3443,608,A,Zapata D.,5.5,0,0,0,0,0,0,1,0,0,13
3444,4730,A,Lookman,7,0,0,0,0,1,0,0,0,0,13
3445,6052,A,Hojlund,5,0,0,0,0,0,0,1,0,0,13
3446,133,P,Skorupski,6,0,1,0,0,0,0,1,0,0,13
3447,272,D,Medel,6,0,0,0,0,0,0,0,0,0,13
3448,2653,D,Lykogiannis,6.5,0,0,0,0,0,0,0,0,0,13
3449,4891,D,Soumaoro,6,0,0,0,0,0,0,0,0,0,13
3450,5520,D,Cambiaso,5.5,0,0,0,0,0,0,0,0,0,13
3451,6042,D,Lucumi',5,0,0,0,0,0,0,1,0,0,13
3452,6066,D,Posch,7,1,0,0,0,0,0,0,0,0,13
3453,2154,C,Vignato,7,0,0,0,0,0,0,1,0,1,13
3454,2167,C,Orsolini,7,1,0,0,0,0,0,0,0,0,13
3455,2625,C,Soriano,6.5,0,0,0,0,0,0,0,0,1,13
3456,4869,C,Dominguez,5.5,0,0,0,0,0,0,0,0,0,13
3457,5784,C,Aebischer,5.5,0,0,0,0,0,0,0,0,0,13
3458,5858,C,Ferguson,6,0,0,0,0,0,0,0,0,0,13
3459,2719,A,Barrow,5,0,0,0,0,0,0,0,0,0,13
3460,4268,A,Arnautovic,6,0,0,0,0,0,0,0,0,0,13
3461,4431,P,Carnesecchi,5,0,2,0,0,0,0,0,0,0,13
3462,2847,D,Sernicola,6,0,0,0,0,0,0,1,0,0,13
3463,5862,D,Valeri,6,0,0,0,0,0,0,0,0,0,13
3464,5891,D,Quagliata,6,0,0,0,0,0,0,0,0,0,13
3465,6002,D,Aiwu,5,0,0,0,0,0,0,0,0,0,13
3466,6027,D,Lochoshvili,5,0,0,0,0,0,0,0,0,0,13
3467,6064,D,Hendry,6,0,0,0,0,0,0,1,0,0,13
3468,2789,C,Meite',5.5,0,0,0,0,0,0,0,0,0,13
3469,5857,C,Pickel,5.5,0,0,0,0,0,0,0,0,0,13
3470,5863,C,Castagnetti,6,0,0,0,0,0,0,0,0,0,13
3471,212,A,Ciofani D.,6,1,0,0,1,0,0,0,0,0,13
3472,2842,A,Zanimacchia,6.5,0,0,0,0,0,0,0,0,0,13
3473,5515,A,Okereke,7,1,0,0,0,0,0,0,0,0,13
3474,5728,A,Afena-Gyan,6,0,0,0,0,0,0,0,0,0,13
3475,5854,A,Tsadjout,6.5,0,0,0,0,0,0,0,0,1,13
3476,5864,A,Buonaiuto,6,0,0,0,0,0,0,0,0,0,13
3477,4964,P,Vicario,6,0,0,0,0,0,0,0,0,0,13
3478,393,D,Luperto,7,0,0,0,0,0,0,0,0,0,13
3479,5010,D,Ismajli,6,0,0,0,0,0,0,0,0,0,13
3480,5449,D,Parisi,6.5,0,0,0,0,0,0,0,0,0,13
3481,5480,D,Ebuehi,6.5,0,0,0,0,0,0,0,0,0,13
3482,2161,C,Haas,6,0,0,0,0,0,0,0,0,0,13
3483,2253,C,Bandinelli,6,0,0,0,0,0,0,0,0,0,13
3484,4965,C,Marin,6.5,0,0,0,0,0,0,1,0,0,13
3485,5286,C,Akpa Akpro,6,0,0,0,0,0,0,0,0,0,13
3486,5451,C,Bajrami,6,0,0,0,0,0,0,0,0,0,13
3487,5823,C,Baldanzi,7,1,0,0,0,0,0,0,0,0,13
3488,6010,C,Fazzini,5,0,0,0,0,0,0,1,0,0,13
3489,4436,A,Cambiaghi,6,0,0,0,0,0,0,0,0,0,13
3490,5292,A,Lammers,6,0,0,0,0,0,0,0,0,0,13
3491,5460,A,Satriano,7,0,0,0,0,0,0,0,0,1,13
3492,2815,P,Terracciano,6,0,0,0,0,0,0,0,0,0,13
3493,252,D,Biraghi,6.5,0,0,0,0,0,0,0,0,1,13
3494,2164,D,Milenkovic,7,1,0,0,0,0,0,0,0,0,13
3495,4407,D,Igor,6.5,0,0,0,0,0,0,0,0,0,13
3496,5323,D,Martinez Quarta,6.5,0,0,0,0,0,0,0,0,0,13
3497,5885,D,Dodo',6.5,0,0,0,0,0,0,0,0,1,13
3498,367,C,Bonaventura,7,1,0,0,0,0,0,0,0,0,13
3499,526,C,Duncan,6,0,0,0,0,0,0,0,0,0,13
3500,1933,C,Mandragora,6,0,0,0,0,0,0,0,0,0,13
3501,4522,C,Amrabat,6,0,0,0,0,0,0,0,0,0,13
3502,4658,C,Ikone',6.5,0,0,0,0,0,0,0,0,0,13
3503,2438,A,Jovic,5.5,0,0,0,0,0,0,0,0,0,13
3504,2762,A,Kouame',6.5,0,0,0,0,0,0,0,0,0,13
3505,5786,A,Cabral,6,0,0,0,0,0,0,0,0,0,13
3506,5830,P,Onana,6.5,0,2,0,0,0,0,0,0,0,13
3507,254,D,Dimarco,6,0,0,0,0,0,0,0,0,0,13
3508,322,D,De Vrij,5.5,0,0,0,0,0,0,0,0,0,13
3509,513,D,Acerbi,6,0,0,0,0,0,0,0,0,0,13
3510,798,D,Skriniar,5.5,0,0,0,0,0,0,1,0,0,13
3511,2160,D,Gosens,5.5,0,0,0,0,0,0,0,0,0,13
3512,5513,D,Dumfries,5.5,0,0,0,0,0,0,0,0,0,13
3513,1870,C,Barella,5.5,0,0,0,0,0,0,0,0,0,13
3514,2194,C,Calhanoglu,6.5,0,0,0,0,0,0,1,0,0,13
3515,2529,C,Mkhitaryan,6,0,0,0,0,0,0,0,0,0,13
3516,495,A,Correa,6,0,0,0,0,0,0,0,0,0,13
3517,647,A,Dzeko,5.5,0,0,0,0,0,0,1,0,0,13
3518,2764,A,Martinez L.,5,0,0,0,0,0,0,0,0,0,13
3519,453,P,Szczesny,6.5,0,0,0,0,0,0,0,0,0,13
3520,662,D,Alex Sandro,6,0,0,0,0,0,0,0,0,0,13
3521,2788,D,Bremer,7,0,0,0,0,0,0,0,0,0,13
3522,4237,D,Danilo,6.5,0,0,0,0,0,0,1,0,0,13
3523,697,C,Cuadrado,6,0,0,0,0,0,0,0,0,0,13
3524,827,C,Locatelli,6,0,0,0,0,0,0,0,0,0,13
3525,2002,C,Chiesa,6,0,0,0,0,0,0,0,0,0,13
3526,2379,C,Rabiot,7,1,0,0,0,0,0,0,0,0,13
3527,4465,C,Fagioli,7,1,0,0,0,0,0,0,0,0,13
3528,4711,C,Kostic,7.5,0,0,0,0,0,0,0,0,2,13
3529,5813,C,Miretti,6,0,0,0,0,0,0,0,0,0,13
3530,2012,A,Milik,5.5,0,0,0,0,0,0,0,0,0,13
3531,2814,P,Provedel,6,0,0,0,0,0,0,0,0,0,13
3532,140,D,Hysaj,6,0,0,0,0,0,0,0,0,0,13
3533,460,D,Romagnoli,7,0,0,0,0,0,0,0,0,0,13
3534,2188,D,Marusic,6,0,0,0,0,0,0,0,0,0,13
3535,2263,D,Lazzari,6,0,0,0,0,0,0,1,0,0,13
3536,5498,D,Casale,6.5,0,0,0,0,0,0,0,0,0,13
3537,181,C,Vecino,6,0,0,0,0,0,0,1,0,0,13
3538,333,C,Cataldi,6.5,0,0,0,0,0,0,0,0,0,13
3539,335,C,Felipe Anderson,7,1,0,0,0,0,0,0,0,0,13
3540,632,C,Zaccagni,6,0,0,0,0,0,0,0,0,0,13
3541,2085,C,Luis Alberto,6.5,0,0,0,0,0,0,0,0,0,13
3542,5674,C,Basic,6,0,0,0,0,0,0,0,0,0,13
3543,2489,A,Pedro,6.5,0,0,0,0,0,0,0,0,0,13
3544,5500,A,Cancellieri,6,0,0,0,0,0,0,0,0,0,13
3545,2134,P,Falcone,6.5,0,1,0,0,0,0,0,0,0,13
3546,139,D,Dermaku,5.5,0,0,0,0,0,0,0,0,0,13
3547,2583,D,Umtiti,6.5,0,0,0,0,0,0,1,0,0,13
3548,4502,D,Gallo,6.5,0,0,0,0,0,0,0,0,0,13
3549,5835,D,Baschirotto,6.5,0,0,0,0,0,0,0,0,0,13
3550,5867,D,Gendrey,5.5,0,0,0,0,0,0,1,0,0,13
3551,4486,C,Strefezza,6.5,0,0,0,0,0,0,0,0,0,13
3552,5869,C,Blin,6,0,0,0,0,0,0,0,0,0,13
3553,5870,C,Hjulmand,6,0,0,0,0,0,0,0,0,0,13
3554,5999,C,Gonzalez J.,6,0,0,0,0,0,0,0,0,0,13
3555,1857,A,Di Francesco F.,6,0,0,0,0,0,0,0,0,0,13
3556,4923,A,Colombo,7,1,0,0,0,0,0,0,0,0,13
3557,5836,A,Ceesay,5.5,0,0,0,0,0,0,0,0,0,13
3558,6001,A,Banda,6,0,0,0,0,0,0,0,0,0,13
3559,160,P,Tatarusanu,6,0,1,0,0,0,0,0,0,0,13
3560,4292,D,Hernandez T.,7,1,0,0,0,0,0,1,0,0,13
3561,4401,D,Gabbia,6,0,0,0,0,0,0,0,0,0,13
3562,4751,D,Tomori,6.5,0,0,0,0,0,0,0,0,0,13
3563,4976,D,Kalulu,6.5,0,0,0,0,0,0,0,0,0,13
3564,148,C,Krunic,6,0,0,0,0,0,0,0,0,0,13
3565,2818,C,Bennacer,6.5,0,0,0,0,0,0,1,0,1,13
3566,4449,C,Tonali,6.5,0,0,0,0,0,0,1,0,1,13
3567,4825,C,Diaz B.,6.5,0,0,0,0,0,0,0,0,0,13
3568,4970,C,Messias,6,0,0,0,0,0,0,1,0,0,13
3569,5995,C,De Ketelaere,6,0,0,0,0,0,0,0,0,0,13
3570,186,A,Rebic,6,0,0,0,0,0,0,0,0,0,13
3571,2466,A,Origi,5.5,0,0,0,0,0,0,0,0,0,13
3572,4200,A,Giroud,7,1,0,0,0,0,0,0,1,0,13
3573,4510,A,Rafael Leao,6,0,0,0,0,0,0,0,0,0,13
3574,5876,P,Di Gregorio,6.5,0,0,0,0,0,0,0,0,0,13
3575,226,D,Izzo,6.5,0,0,0,0,0,0,1,0,0,13
3576,2355,D,Marlon,6,0,0,0,0,0,0,1,0,0,13
3577,4958,D,Caldirola,6,0,0,0,0,0,0,0,0,0,13
3578,5399,D,Antov,6,0,0,0,0,0,0,0,0,0,13
3579,5877,D,Carlos Augusto,7,1,0,0,0,0,0,1,0,0,13
3580,1978,C,Sensi,6.5,0,0,0,0,0,0,0,0,0,13
3581,2741,C,Pessina,6,0,0,0,0,0,0,0,0,0,13
3582,4459,C,Rovella,6,0,0,0,0,0,0,0,0,0,13
3583,5878,C,Colpani,6.5,1,0,0,0,0,0,0,0,0,13
3584,5880,C,Ciurria,6.5,0,0,0,0,0,0,0,0,1,13
3585,383,A,Petagna,6.5,0,0,0,0,0,0,0,0,1,13
3586,1958,A,Caprari,6,0,0,0,0,0,0,0,0,0,13
3587,5882,A,Mota,6,0,0,0,0,0,0,0,0,0,13
3588,572,P,Meret,7,0,1,0,0,0,0,0,0,0,13
3589,256,D,Juan Jesus,6.5,0,0,0,0,0,0,0,0,0,13
3590,2816,D,Di Lorenzo,6,0,0,0,0,0,0,0,0,0,13
3591,5840,D,Olivera,6,0,0,0,0,0,0,0,0,0,13
3592,5892,D,Kim,6,0,0,0,0,0,0,1,0,0,13
3593,152,C,Zielinski,6.5,0,0,0,0,0,0,0,0,1,13
3594,536,C,Politano,6,0,0,0,0,0,0,0,0,0,13
3595,4143,C,Ndombele',6,0,0,0,0,0,0,0,0,0,13
3596,4220,C,Zambo Anguissa,6.5,0,0,0,0,0,0,0,0,0,13
3597,4287,C,Lobotka,6,0,0,0,0,0,0,0,0,0,13
3598,4479,C,Elmas,7,1,0,0,0,0,0,0,0,0,13
3599,2061,A,Simeone,5.5,0,0,0,0,0,0,0,0,0,13
3600,4517,A,Lozano,5.5,0,0,0,0,0,0,0,0,0,13
3601,4661,A,Osimhen,7.5,1,0,0,0,0,0,0,0,1,13
3602,4270,P,Rui Patricio,6.5,0,1,0,0,0,0,1,0,0,13
3603,2180,D,Karsdorp,5.5,0,0,0,0,0,0,0,0,0,13
3604,2296,D,Mancini,6,0,0,0,0,0,0,1,0,0,13
3605,4245,D,Smalling,6,0,0,0,0,0,0,0,0,0,13
3606,4331,D,Ibanez,4.5,0,0,0,0,0,0,0,0,0,13
3607,4657,D,Celik,6,0,0,0,0,0,0,0,0,0,13
3608,530,C,Pellegrini Lo.,5.5,0,0,0,0,0,0,0,0,0,13
3609,779,C,Cristante,5.5,0,0,0,0,0,0,0,0,0,13
3610,795,C,El Shaarawy,6,0,0,0,0,0,0,0,0,0,13
3611,2528,C,Matic,6,0,0,0,0,0,0,0,0,0,13
3612,2766,C,Zaniolo,6,0,0,0,0,0,0,0,0,0,13
3613,5422,C,Zalewski,6,0,0,0,0,0,0,0,0,0,13
3614,5735,C,Volpato,6,0,0,0,0,0,0,0,0,0,13
3615,6058,C,Camara Ma.,6.5,0,0,0,0,0,0,0,0,0,13
3616,441,A,Belotti,6,0,0,0,0,0,0,0,0,0,13
3617,2544,A,Abraham,5.5,0,0,0,0,0,0,0,0,0,13
3618,159,P,Sepe,7,0,2,1,0,0,0,1,0,0,13
3619,118,D,Radovanovic,6,0,0,0,0,0,0,0,0,0,13
3620,2016,D,Fazio,5,0,0,0,0,0,0,1,0,0,13
3621,4897,D,Pirola,6,0,0,0,0,0,0,0,0,0,13
3622,4934,D,Lovato,5,0,0,0,0,0,0,0,0,0,13
3623,5481,D,Mazzocchi,6.5,0,0,0,0,0,0,0,0,0,13
3624,5532,D,Bradaric,6,0,0,0,0,0,0,0,0,0,13
3625,6028,D,Bronn,6,0,0,0,0,0,0,0,0,0,13
3626,332,C,Candreva,6.5,0,0,0,0,0,0,0,0,1,13
3627,5504,C,Coulibaly L.,6.5,1,0,0,0,0,0,0,0,0,13
3628,6025,C,Vilhena,5.5,0,0,0,0,0,0,0,0,0,13
3629,505,A,Bonazzoli,6,0,0,0,0,0,0,0,0,0,13
3630,2756,A,Piatek,6.5,1,0,0,0,0,0,0,0,0,13
3631,5672,A,Dia,5.5,0,0,0,0,0,0,0,0,0,13
3632,761,P,Audero,6,0,2,0,0,0,0,0,0,0,13
3633,45,D,Ferrari A.,6,0,0,0,0,0,0,0,0,0,13
3634,259,D,Murillo,5.5,0,0,0,0,0,0,0,0,0,13
3635,1868,D,Murru,6,0,0,0,0,0,0,0,0,0,13
3636,2104,D,Bereszynski,6,0,0,0,0,0,0,0,0,0,13
3637,2784,D,Colley,5.5,0,0,0,0,0,0,0,0,0,13
3638,4421,D,Augello,6,0,0,0,0,0,0,0,0,0,13
3639,5316,D,Amione,5.5,0,0,0,0,0,0,0,0,0,13
3640,1995,C,Djuricic,5.5,0,0,0,0,0,0,0,0,0,13
3641,2334,C,Leris,5.5,0,0,0,0,0,0,1,0,0,13
3642,2855,C,Vieira,5.5,0,0,0,0,0,0,0,0,0,13
3643,4885,C,Villar,5.5,0,0,0,0,0,0,0,0,0,13
3644,407,A,Gabbiadini,5.5,0,0,0,0,0,0,0,0,0,13
3645,568,A,Quagliarella,5.5,0,0,0,0,0,0,0,0,0,13
3646,2819,A,Caputo,5.5,0,0,0,0,0,0,0,0,0,13
3647,6113,A,Montevago,5.5,0,0,0,0,0,0,0,0,0,13
3648,509,P,Consigli,6,0,1,0,0,0,0,0,0,0,13
3649,1895,D,Ferrari G.,6,0,0,0,0,0,0,0,0,0,13
3650,2318,D,Rogerio,5.5,0,0,0,0,0,0,0,0,0,13
3651,4426,D,Toljan,5,0,0,0,0,0,0,0,0,0,13
3652,4530,D,Kyriakopoulos,5.5,0,0,0,0,0,0,0,0,0,13
3653,4982,D,Erlic,5.5,0,0,0,0,0,0,0,0,0,13
3654,2848,C,Frattesi,5,0,0,0,0,0,0,0,0,0,13
3655,2857,C,Traore' Hj.,5.5,0,0,0,0,0,0,0,0,0,13
3656,4681,C,Lopez M.,6,0,0,0,0,0,0,0,0,0,13
3657,5688,C,Harroui,6,0,0,0,0,0,0,0,0,0,13
3658,5776,C,Ceide,5.5,0,0,0,0,0,0,0,0,0,13
3659,5844,C,Thorstvedt,5.5,0,0,0,0,0,0,0,0,0,13
3660,6019,C,D'andrea,5.5,0,0,0,0,0,0,0,0,0,13
3661,2038,A,Pinamonti,5,0,0,0,0,0,0,0,0,0,13
3662,5845,A,Alvarez A.,6,0,0,0,0,0,0,0,0,0,13
3663,1917,P,Dragowski,6.5,0,2,0,0,0,0,0,0,0,13
3664,1847,D,Caldara,6.5,0,0,0,0,0,0,1,0,0,13
3665,2312,D,Hristov,5,0,0,0,0,0,0,0,0,0,13
3666,2739,D,Reca,6,0,0,0,0,0,0,0,0,0,13
3667,4719,D,Ampadu,6,0,0,0,0,0,0,1,0,0,13
3668,5475,D,Amian,5,0,0,0,0,0,0,0,0,0,13
3669,5678,D,Holm,6,0,0,0,0,0,0,0,0,0,13
3670,5693,D,Kiwior,5.5,0,0,0,0,0,0,0,0,0,13
3671,2391,C,Ekdal,6,0,0,0,0,0,0,0,0,0,13
3672,2825,C,Bourabia,6,0,0,0,0,0,0,0,0,0,13
3673,4515,C,Agudelo,6,0,0,0,0,0,0,0,0,0,13
3674,4896,C,Maldini,7,1,0,0,0,0,0,0,0,0,13
3675,6020,C,Ellertsson,5.5,0,0,0,0,0,0,1,0,0,13
3676,215,A,Verde,5.5,0,0,0,0,0,0,0,0,0,13
3677,5336,A,Nzola,5,0,0,0,0,0,0,1,0,0,13
3678,2170,P,Milinkovic-Savic V.,6,0,2,0,0,0,0,1,0,0,13
3679,2724,D,Buongiorno,5.5,0,0,0,0,0,0,0,0,0,13
3680,2869,D,Djidji,5,0,0,0,0,0,0,0,0,0,13
3681,4385,D,Lazaro,5.5,0,0,0,0,0,0,0,0,0,13
3682,4899,D,Singo,6,0,0,0,0,0,0,0,0,0,13
3683,4994,D,Vojvoda,5,0,0,0,0,0,0,1,0,0,13
3684,6041,D,Schuurs,5.5,0,0,0,0,0,0,0,0,0,13
3685,2009,C,Lukic,7,0,0,0,0,1,0,0,0,0,13
3686,5001,C,Miranchuk,6,0,0,0,0,0,0,0,0,0,13
3687,5063,C,Radonjic,6,0,0,0,0,0,0,0,0,0,13
3688,5453,C,Ricci S.,6,0,0,0,0,0,0,1,0,0,13
3689,5687,C,Vlasic,5.5,0,0,0,0,0,0,0,0,0,13
3690,2325,A,Karamoh,5.5,0,0,0,0,0,0,0,0,0,13
3691,2211,P,Silvestri,6,0,1,0,0,0,0,0,0,0,13
3692,5677,D,Perez N.,6.5,0,0,0,0,0,0,0,0,0,13
3693,5847,D,Bijol,5.5,0,0,0,0,0,0,1,0,0,13
3694,5994,D,Ebosse,5.5,0,0,0,0,0,0,0,0,0,13
3695,6047,D,Ehizibue,6,0,0,0,0,0,0,0,0,0,13
3696,302,C,Pereyra,6.5,0,0,0,0,0,0,0,0,0,13
3697,2392,C,Walace,6,0,0,0,0,0,0,0,0,0,13
3698,5119,C,Samardzic,5,0,0,0,0,0,0,0,0,0,13
3699,5287,C,Arslan,5,0,0,0,0,0,0,0,0,0,13
3700,2119,A,Deulofeu,5.5,0,0,0,0,0,0,1,0,0,13
3701,5676,A,Success,6.5,0,0,0,0,0,0,0,0,1,13
3702,5694,A,Beto,6.5,1,0,0,0,0,0,0,0,0,13
